70,Goodwill LA,35.4948,-85.01235
71,Sydney Australia,41.88415,-87.63241
72,New York City,38.8991,-77.029
73,Boston MA,32.77942,-91.56123
74,Lansing MI,34.05349,-118.24532
75,New York,0,0
76,Grand Rapids MI,40.71455,-74.00712
77,Austin,42.31256,-71.08868
78, Ubֳ¡ Minas Gerais,42.73383,-84.59334
79,Great Britain / UK,40.71455,-74.00712
80,Seattle WA,42.99671,-85.59012
81,Barranquilla Colombia,30.2676,-97.74298
82,Ukiah CA,0,0
83,Netherlands,54.31392,-2.23218
84,Oklahoma,47.60356,-122.32944
85, NC,0,0
86,Severn MD,39.15093,-123.2079
87,Belgica -- Namur Namur/Ghent East Flanders,52.1082,5.32986
88,Locust Ridge TN,35.30914,-98.52102
89,Atlanta GA,35.66693,-80.46935
90,Jerez De La Frontera (Cֳ¡diz),0,0
91,Compton CA,50.45663,4.87137
92,McLellan FL,0,0
93,Earth,33.74831,-84.39111
94,Springfield MO,36.69094,-6.13487
95,katy,0,0
96,Santa Monica CA,0,0
97,England,34.23294,-102.4102
98,Santa Rosa California,37.20897,-93.29156
99,New Jersey,29.78772,-95.82333
100,NY - New York City,34.01156,-118.49229
101,Blandford MA,52.88356,-1.97406
102,Navasota TX,38.43773,-122.71242
103,Atlanta Georgia USA,40.14323,-74.72671
104,Oregon,40.71455,-74.00712
105,Oslo Norway,42.17963,-72.92483
106,Belfast Northern Ireland,30.38815,-96.0878
107,Athens GA,33.74831,-84.39111
108,Fairfax California,44.11559,-120.51484
109,Genova,59.91228,10.74998
110,LDN,54.5958,-5.93494
111,Monticello MS,0,0
112,Stafford England,0,0
113,Madison Wisconsin,44.41033,8.93889
114,Texas,0,0
115,Poza Rica MX,31.55379,-90.10785
116,Nashville TN.,52.8029,-2.10633
117,PEARLINGTON Mississippi,43.07295,-89.38669
118,Sevenoaks United Kingdom,31.1689,-100.07715
119,Compton California USA.,0,0
120,Indianola MS,36.16778,-86.77836
121,Bakersfield CA,30.24216,-89.60586
122,Sweden,51.27562,0.17898
123,Dublin Ireland,34.05349,-118.24532
124,Jacksonville FL,33.45081,-90.645
125,London,0,0
126,Sunflower MS,62.19845,17.55142
127,Minneapolis MN,53.34376,-6.24953
128,Windhoek,30.33138,-81.6558
129,Kitee Finland,51.50632,-0.12714
130,Battle Sussex England,33.54243,-90.53727
131,Milwaukee WI,44.97903,-93.26493
132,Scotland,0,0
133,Salina OK,0,0
134,Yorkshire England,50.91552,0.48883
135,Steubenville OH,43.04181,-87.90684
136,Campbell CA,56.65286,-3.99667
137,Passaic NJ,36.2929,-95.15261
138,Las Vegas NV,53.93063,-1.20788
139,West Plains MO,0,0
140,Mexico City Mexico,37.28848,-121.94486
141,Brookyln NY,40.86034,-74.12374
142,Dundee Scotland,0,0
143,Geneva Switzerland,36.73112,-91.85307
144,Birmingham/ London UK,19.4319,-99.13285
145,Vermillion SD,0,0
146,Orlando FL,56.46137,-2.96761
147,Seattle Washington USA,46.20835,6.1427
148,Utah,52.47859,-1.9086
149,Denmark,42.78668,-96.92803
150,Zagreb Croatia,28.53823,-81.37739
151,Gainesville FL,0,0
152,Hamtramck MI,39.49974,-111.54732
153,Panama,56.27609,9.51695
154,Fort Worth TX,45.80726,15.9676
155,New York NY [Manhattan],0,0
156,Hamilton Ohio,0,0
157,Noci (BA),8.4177,-80.11278
158,New York NY [Astoria Queens],32.74863,-97.32925
159,Lawton OK,40.79086,-73.96644
160,LONG BEACH California,0,0
161,Brooklyn NY,-13.442,-41.9952
162,Chino Hills CA,40.77735,-73.88137
163,Madisonville TN,34.60515,-98.38983
164,Baltimore MD,0,0
165,Le Cannet France,40.71455,-74.00712
166,Englewood NJ,33.99604,-117.75801
167,Arizona,35.52069,-84.36354
168,Toronto Canada,39.29055,-76.6096
169,Germany,43.57607,7.01815
170,College Park Georgia,0,0
171,Neuilly-sur-Seine France,34.16788,-111.9307
172,Cuba,43.64856,-79.38533
173,Louisville KY,51.16418,10.45415
174,Frisco TX,0,0
175,Bridgend South Wales UK,48.88437,2.26934
176,Chicago IL,21.51102,-77.80679
177,Cardiff Wales,38.25486,-85.7664
178,ORANGE California,33.15049,-96.83464
179,Jamaica,0,0
180,Helsinki Finland,0,0
181,FRANCE,51.48126,-3.18067
182,Orange County CA,0,0
183,Richland MS,18.11526,-77.27348
184,Florida,60.17116,24.93258
185,Liverpool England,46.71067,1.71819
186,Paducah KY,33.6671,-117.76505
187,Chickasaw County MS,32.20703,-90.14988
188,Lanciano Italy,27.9758,-81.54106
189,Vallejo CA,53.40977,-2.97848
190,Bergen Norway,37.08571,-88.59583
191,Monterrey Nuevo Leֳ³n Mֳ©xico,33.90698,-88.95535
192,Stovall MS,42.2306,14.39059
193,New Haven CT,0,0
194,Oklahoma City OK,60.3907,5.33275
195,Havֳ­ֵ™ov ִeskֳ¡ republika,25.7167,-103.2833
196,UK - England - South East,34.30138,-90.64208
197,Ireland,41.30711,-72.92496
198,Rosemark TN,35.472,-97.52033
199,Bridgeport CT,0,0
200,ES,52.88356,-1.97406
201,SAN ANTONIO Texas,53.41961,-8.24055
202,Hן¿½enlinna Finland,35.36302,-89.77895
203,Louisiana,41.18466,-73.19907
204,Poway CA,-19.59634,-40.77105
205,Glendale CA,29.42449,-98.49462
206,Webster Groves MO,64.95014,26.06739
207,Paw Paw WV,30.9742,-91.52382
208,Essex England,0,0
209,Vance MS,34.14632,-118.24802
210,Salvador BRAZIL,38.59264,-90.35591
211,Tennessee,0,0
212,Melbourne,51.77045,0.64255
213,Toyohashi Japan,0,0
214,New York NY [The Bronx],0,0
215,Nueva Jersey (Estados Unidos),35.83073,-85.97874
216,AntwerpBelgium New York,-37.81753,144.96715
217,Cuomo Puerto Rico,0,0
218,Mass. - Boston,40.71455,-74.00712
219,Thaba Nchu,40.14323,-74.72671
220,Lund Sweden,43.1763,-76.27503
221,Los Angeles California,18.22328,-66.42889
222,Rochester MI,42.31256,-71.08868
223,Michigan,-29.21545,26.83776
224,Blythesville AR,55.70622,13.1876
225,Ohsawa Ontario,34.05349,-118.24532
226,Forest Hills Queens New York City NY USA,42.68318,-83.13702
227,Pittsburgh PA,43.7427,-84.62167
228,Fargo ND,34.7519,-92.13055
229,Quantico VA,43.72233,-90.59239
230,Glasgow Scotland,0,0
231,Cross Lane WV,0,0
232,Wallington Surrey England,46.87591,-96.78176
233,Cape Town ZA,0,0
234,NORWAY,55.8578,-4.24251
235,Nottingham,0,0
236,Montreal,51.27172,-0.39535
237,Gurdon AR,-33.91906,18.42196
238,Dallas Texas,64.55653,12.66538
239,Amherst MA,52.94922,-1.14392
240,Karlstad,45.51228,-73.55439
241,Encino CA,33.92192,-93.14939
242,Lancaster NH,32.77815,-96.7954
243,London / Ex-Manchester,0,0
244,Whitestone Queens NY,59.37991,13.49942
245,Escatawpa MS,34.15917,-118.50119
246,Columbus GA,44.48721,-71.56889
247,Edmonton Alberta Canada,51.50632,-0.12714
248,Sacramento CA,40.79263,-73.80817
249,Stamford CT,0,0
250,ITALY,32.46292,-84.98763
251,UK,0,0
252,Greenwood MS,0,0
253,Rayne LA,41.05182,-73.54223
254,East Orange NJ,0,0
255,Oxford UK,54.31407,-2.23001
256,LOWELL,33.51711,-90.18043
257,Kamenetz-Podolsk Moldavia,30.23513,-92.26831
258,Nashua USA,40.76099,-74.20991
259,Shelby North Carolina,0,0
260,Payson UT,0,0
261,Hawaii,46.97933,28.39131
262,Boston Massachusetts,0,0
263,Lille (59),0,0
264,Buenos Aires,0,0
265,ABD,19.59009,-155.43414
266,California,42.31256,-71.08868
267,NEW YORK New York,50.63718,3.06281
268,Redding CA,-34.60852,-58.37354
269,Vienna Austria,0,0
270,Virginia,37.27188,-119.27023
271,Stockholm,40.71455,-74.00712
272,Kosse TX,40.58751,-122.39293
273,Newcastle,48.20254,16.3688
274,Linden TX,38.00335,-79.77127
275,Pensacola FL,59.33217,18.06243
276,Columbus OH,31.30757,-96.63166
277,OCALA Florida,54.97791,-1.61237
278,Speedball,33.01158,-94.365
279,Kingsland AR,30.42084,-87.21724
280,Cotton Plant AR,39.96196,-83.00298
281,Brownsville TX,29.18752,-82.14039
282,Ixelles Belgium,0,0
283,New Orleans LA,0,0
284,nottingham,35.00459,-91.25019
285,New Hampshire,25.89958,-97.49553
286,Itawamba County MS,50.82056,4.37967
287,Luttrell TN,29.95369,-90.07771
288,Colfax CA,52.94922,-1.14392
289,Syracuse NY,44.00118,-71.6342
290,Rio de Janeiro Brazil,34.27611,-88.35068
291,Argentina,36.20201,-83.74416
292,Edwards MS,39.09551,-120.95071
293,Hermosillo Sonora Mexico,0,0
294,Kasai Zaire,-22.97673,-43.19508
295,Nottingham England,-37.0907,-63.58481
296,Meridian MS,32.33112,-90.60536
297,Vernet les Bains,29.07904,-110.94695
298,Braintree Essex England,-4.03479,21.75627
299,Massachusetts,52.94922,-1.14392
300,Bremerton WA,32.36503,-88.70307
301,LA California,42.54843,2.38596
302,Port Arthur TX,0,0
303,Sona-Bata Zaire,42.18419,-71.71818
304,Oakland CA,47.565,-122.62569
305,Washington D.C.,0,0
306,Wisconsin,29.89932,-93.92938
307,The Bronx New York,0,0
308,Richmond VA,37.80506,-122.27302
309,Ibadan Nigeria,0,0
310,Denver CO,44.7272,-90.10126
311,POLAND,0,0
312,Helsingborg Sweden,0,0
313,Middlesex England,7.37884,3.89527
314,san francisco,39.74001,-104.99226
315,Manhattan Kansas,0,0
316,Athens Greece,0,0
317,Switzerland,51.55615,-0.25969
318,NY - Upstate NY,37.77916,-122.42005
319,Dayton OH,39.17881,-96.56183
320,Naples TX,37.97615,23.73641
321,Kentwood LA; Los Angeles CA,46.8132,8.22395
322,Hagerstown MD,40.71455,-74.00712
323,South Dakota,39.75911,-84.19444
324,Ocean Beach San Diego CA,33.20271,-94.68121
325,Regina Saskatchewan Canada,34.05349,-118.24532
326,Schן¿½erg Germany,39.6425,-77.71758
327,Calcutta India,0,0
328,Belgium,32.74838,-117.24681
329,Russia,50.44801,-104.59518
330,Friars Point MS,50.82607,7.28021
331,South Carolina,0,0
332,Davis CA,50.50101,4.47684
333,Croix-des-Bouquets  Haiti,59.46148,108.83178
334,Aberdeen Scotland,0,0
335,United Kingdom,33.62646,-80.9474
336,MUNCIE Indiana,38.54666,-121.74477
337,Salzburg Austria,0,0
338,St Michael Barbados ,57.15382,-2.10679
339,Bronx NY,54.31407,-2.23001
340,Orlando Florida,40.19316,-85.38173
341,Charlemagne Quebec Canada,0,0
342,Bay Area CA,13.11199,-59.59895
343,Borlֳ₪nge,0,0
344,Attleboro MA,28.53823,-81.37739
345,Venice CA,0,0
346,PLAINVIEW Texas,37.87869,-121.94345
347,Casablanca Morocco,0,0
348,Kona HI,41.94508,-71.28109
349,CANADA - Ontario,34.05349,-118.24532
350,Sudbury Ontario - Canada,34.19767,-101.69814
351,Harlem NY,0,0
352,Mexico,0,0
353,BA,49.38426,-84.75627
354,Venezuela,46.49,-80.99001
355,Brazil,40.8079,-73.9454
356,Missouri,23.62574,-101.95625
357,MONMOUTH Oregon,-13.442,-41.9952
358,Benton Arkansas,6.47279,-66.58904
359,Los Angeles Ca,-14.24292,-54.38783
360,Queensbridge NY,38.2589,-92.43659
361,Hֳ₪meenlinna,0,0
362,Buenos Aires Argentina,34.56398,-92.58685
363,Glendale AZ,34.05349,-118.24532
364,Boston Massachusettes,0,0
365,Marshville NC,60.99655,24.49511
366,Robbinsville NC,-34.60852,-58.37354
367,Ponchatoula LA,33.53858,-112.18628
368,Jן¿½ping Sweden,0,0
369,Opelousas LA,0,0
370,Memphis Tennessee,35.32689,-83.80489
371,St. Catherine Jamaica,30.43883,-90.44116
372,Brooklyn New York,0,0
373,Austin TX,30.53301,-92.08238
374,Barking Essex England,0,0
375,Vancouver BC,18.04552,-77.02659
376,Neuilly-sous-Clermont (Oise),40.65507,-73.94888
377,london UK-England,30.2676,-97.74298
378,Austin Texas,0,0
379,Madrid Spain,0,0
380,Belleville Ontario Canada,49.34463,2.40955
381,Birmingham,0,0
382,Artemisa Cuba,30.2676,-97.74298
383,Bogalusa LA,40.4203,-3.70577
384,Firenze Italy,44.16104,-77.3819
385,Bundundu Zaire,52.47859,-1.9086
386,Niteroi Brazil,22.81751,-82.7603
387,Itabaiana Paraן¿½ Brazil,30.79062,-89.8643
388,Wadesboro NC,0,0
389,Marvell AR,0,0
390,West Hartlepool England,0,0
391,Palo Alto CA,-10.68641,-37.42475
392,DE,34.96578,-80.07691
393,Bellhaven NC,34.56039,-90.91387
394,NL,54.6904,-1.2323
395,Waltham MA,37.44466,-122.16079
396,Mississippi,51.16418,10.45415
397,London UK,35.21962,-80.01955
398,Belmont MS,0,0
399,YAHD!,0,0
400,Rio de Janeiro BR,32.58507,-89.87374
401,New York City (Salem IL - originally),51.50632,-0.12714
402,L.E.,0,0
403,Hollywood CA,39.49974,-111.54732
404,Tucson Arizona,-22.97673,-43.19508
405,Nashville Franklin Brentwood,38.62666,-88.94561
406,Lubbock TX,56.42465,9.67464
407,Ghana,0,0
408,Chattanooga TN,32.22155,-110.96975
409,Lincoln Park MI,36.03256,-86.78916
410,Walnut Ridge AR,33.59233,-101.85587
411,DURHAM North Carolina,7.95501,-1.03182
412,GERMANY,35.04644,-85.30946
413,New Brunswick NJ,42.25147,-83.18186
414,Cֳ¡diz,36.068,-90.9564
415,Durham NC,0,0
416,Wyoming,51.16418,10.45415
417,Osaka Japan,0,0
418,Cairo Egypt,0,0
419,France,35.99527,-78.89601
420,Newton County,43.00029,-107.55405
421,St. Louis MO,34.67747,135.50323
422,Lepanto AR,30.08374,31.25536
423,Lima OH,46.71067,1.71819
424,Dן¿½orf Germany,0,0
425,Miltown Malbay Ireland,38.62774,-90.19951
426,Antarctica,35.61301,-90.33078
427,Buenos Aires.,40.74269,-84.10729
428,Nashville TN Texas,0,0
429,FORT LAUDERDALE Flevoland,52.85551,-9.40102
430,Dry Ridge KY,0,0
431,St. Joseph MO,-34.60852,-58.37354
432,Birmingham England,36.16778,-86.77836
433,Paris France,26.12367,-80.14356
434,Eskilstuna Sweden,38.68193,-84.59431
435,Seattle USA,0,0
436,San Jose CA,52.47859,-1.9086
437,Red Banks MS,48.85692,2.34121
438,Galveston TX,0,0
439,Houston Texas,0,0
440,Chiswick London England,37.33847,-121.88579
441,Albany GA,34.82973,-89.5647
442,Basingstoke,0,0
443,Riverside CA,0,0
444,Ottawa ON Canada,0,0
445,Long Island NY,31.58076,-84.15601
446,Lynn Lake Manitoba Canada,51.26143,-1.09712
447,Gent,33.98163,-117.37388
448,Geneva NY,45.4215,-75.69189
449,Ann Arbor MI,40.85251,-73.13585
450,Tokyo,56.85147,-101.04893
451,Portugal,51.05563,3.72856
452,UK - England - Yorkshire,0,0
453,Rome Italy,42.32807,-83.7336
454,Oak Park IL,35.67048,139.74092
455,Algiers LA,39.55792,-7.84481
456,Teoc MS,53.93063,-1.20788
457,BG,41.90311,12.49576
458,GREENSBORO North Carolina,41.88,-87.77891
459,Paddington London England,29.95244,-90.05202
460,Hanna Alberta Canada,0,0
461,London Ontario Canada,42.7316,25.48312
462,Greensboro NC,36.06899,-79.7947
463,Charter UK,0,0
464,San Juan Puerto Rico,49.26044,-123.11403
465,Copenhagen Denmark,42.98689,-81.24621
466,Brussels Belgium,36.06899,-79.7947
467,Charlotte NC,0,0
468,Alabama,18.46617,-66.10665
469,Bremen Germany,55.67631,12.56935
470,Hamburg Germany,50.84838,4.34968
471,Brest France,35.2225,-80.83754
472,Ripley TN,32.61436,-86.68073
473,JP,53.07516,8.80466
474,Omaha NE,53.55334,9.99245
475,Seattle Washington,48.39023,-4.48622
476,Salyersville KY,35.74595,-89.53176
477,Sikeston MO,37.4876,139.83829
478,Tulsa Oklahoma,41.26069,-95.93995
479,LA / NYC,0,0
480,Beirut Lebanon,0,0
481,Champaign-Urbana IL,36.87652,-89.58828
482,Gilmer TX,36.15398,-95.99277
483,Carle Place New York,34.05349,-118.24532
484,Ramsey Fayette County IL,33.89275,35.48527
485,Indiana,40.11727,-88.20449
486,Newton-le-Willows Merseyside England,0,0
487,Sן¿½ France,0,0
488,Havana Cuba [Jesus Maria],39.14465,-89.10827
489,Catania Italy,39.76618,-86.44105
490,Sofia,53.45644,-2.63265
491,Miami Florida,46.71067,1.71819
492,Youngstown OH,23.0833,-82.4167
493,Jackson MS,37.51146,15.06744
494,Lille Nord-Pas-de-Calais France,0,0
495,Smithville GA,0,0
496,Buffalo New York,41.0981,-80.65079
497,Wilkes Barre PA,32.29869,-90.18049
498,Nashville / Los Angeles,0,0
499,Tanzania,31.90143,-84.25274
500,St. Mary's Jamaica,42.88544,-78.87846
501,Wales,0,0
502,Japan,42.33168,-83.04792
503,Hatfield Hertfordshire England,-6.36821,34.88519
504,Westbury Long Island NY,0,0
505,Shenandoah IA,0,0
506,Savannah TN,0,0
507,Halifax Nova Scotia Canada,51.76102,-0.23396
508,Lafayette LA,0,0
509,Italy,40.76596,-95.3756
510,Duluth MN,0,0
511,Wellington,44.64616,-63.57392
512,Talladega AL,30.22032,-92.01705
513,Thomson GA,42.50382,12.57347
514,Valais/Suisse,0,0
515,Timmins Ontario Canada,-41.28054,174.76714
516,Brownsville TN,33.43451,-86.10269
517,Santiago de los Caballeros Domin,33.46797,-82.50293
518,Montego Bay Jamaica,46.25605,7.6244
519,Wilmette IL,0,0
520,Chuckatuck VA,35.5953,-89.26212
521,Illinois,19.45565,-70.70719
522,Peoria IL,0,0
523,Portsmouth VA,0,0
524,Vermont,0,0
525,Colorado Springs CO,39.73926,-89.50409
526,LAS VEGAS Nevada,40.69214,-89.58776
527,Miami FL,36.83264,-76.29771
528,Garfield NJ,43.87165,-72.45165
529,Bogotֳ¡ D. C. Colombia,0,0
530,New York NY,36.17191,-115.13997
531,NY - Long Island,25.72898,-80.23742
532,Washington England,40.88104,-74.1148
533,Kansas,4.65637,-74.11779
534,Moulton TX,0,0
535,Los Angeles California USA,0,0
536,Fort Wayne Indiana,54.89814,-1.53179
537,Santa Cruz CA,38.49809,-98.32023
538,Newbury Park CA,29.57535,-97.14306
539,Napanee Ontario Canada,34.05349,-118.24532
540,Akron OH,0,0
541,USA,36.97402,-122.03095
542,Inverness MS,34.18806,-118.94151
543,Tulsa OK,0,0
544,GLEN BURNIE,0,0
545,New York NY [Bronx],37.16793,-95.84502
546,Mass. - Western,33.35303,-90.59005
547,Arles France,36.15398,-95.99277
548,Portland,39.16178,-76.62184
549,Aberdeen WA,0,0
550,UK - England - North East,42.18419,-71.71818
551,Des Moines Iowa,0,0
552,Providence RI,45.51179,-122.67563
553,Ocean City NJ,0,0
554,Couchman TX,52.88356,-1.97406
555,Sayreville NJ,41.58979,-93.61566
556,UK - England - West Midlands,41.82387,-71.41199
557,Colorado,39.2794,-74.57555
558,Shawnee OK,31.1689,-100.07715
559,Madrid,0,0
560,Ft. Lauderdale FLORIDA,52.50524,-1.81531
561,Indianapolis IN,38.99792,-105.55096
562,Harlem New York NY,35.33204,-96.92483
563,Copenhagen (Denmark),0,0
564,Kingston Ontario Canada,26.12367,-80.14356
565,Ipswich England,0,0
566,Medellin Colombia,40.8079,-73.9454
567,Edinburg TX,55.67631,12.56935
568,Coventry England,44.23153,-76.47933
569,Havana Cuba,52.05777,1.14378
570,Corte Madera CA,0,0
571,Crossett AR,26.30116,-98.1607
572,BELGIUM,52.40698,-1.50776
573,Nevada,23.1168,-82.38859
574,Lille France,0,0
575,Bristol England,33.13178,-91.96148
576,Indonesia,0,0
577,Ponce Puerto Rico,38.50205,-117.02258
578,UK - England - London,50.63718,3.06281
579,Puerto Rico,0,0
580,Jasper AL,51.45366,-2.59143
581,Del Rio TX,0.10974,113.9174
582,Malden MA,18.01361,-66.6149
583,Plymouth Devon England,0,0
584,Philadelphia Pennsylvania U.S.,0,0
585,allentown Pennsylvania USA,18.22328,-66.42889
586,Fort Meyers FL,0,0
587,Winnipeg Manitoba Canada,29.36624,-100.89818
588,Walker-on-Tyne England,42.4266,-71.07352
589,Houston MS,50.3758,-4.13689
590,Cambridgeshire England,39.95227,-75.16237
591,Brooklyn,0,0
592,Darlington SC,27.9758,-81.54106
593,Westmoreland Jamaica,49.89942,-97.14074
594,Marlin TX,54.97938,-1.54508
595,Los Angeles,33.89627,-89.00018
596,San Francisco Bay Area,0,0
597,Clarksdale MS,40.65507,-73.94888
598,York,34.30246,-79.87162
599,Viareggio Italy,18.20904,-77.97559
600,Brockton MA,31.30627,-96.89774
601,Winterthur Switzerland,34.05349,-118.24532
602,Sledge MS,37.87869,-121.94345
603,Detroit USA,34.19451,-90.5651
604,Coral Springs Florida,53.95333,-1.08342
605,Ames IA,43.8814,10.23522
606,Florence AL,42.08317,-71.01724
607,Chester NY,47.49852,8.73299
608,Elkhart IN,0,0
609,Ventura County CA,42.33168,-83.04792
610,Knobel AK,26.27249,-80.25306
611,Wangaratta Victoria Australia,42.02534,-93.6202
612,Salt Lake City UT,34.80046,-87.67525
613,Oxford England,41.36149,-74.27362
614,Culiacan Sinaloa Mexico,41.68676,-85.97567
615,Corrigan Polk County TX,34.47326,-119.05505
616,Willowdale Ontario Canada,63.03654,-149.10568
617,Miami,-36.35484,146.32611
618,New Mexico,0,0
619,ִ°ngiltere,51.7562,-1.25949
620,Lucerne,0,0
621,Helsinki,30.99688,-94.82807
622,Lagoa da Canoa Alagoas,43.7698,-79.4138
623,Lynchburg VA,0,0
624,Hunington Long Island NY,34.16612,-106.02612
625,Tijuana Mexico/San Diego California,0,0
626,Volos Greece,47.04954,8.30437
627,Los Angeles CA,0,0
628,Cork City Ireland,-9.82491,-36.74328
629,Los Angeles &amp; New York,37.41402,-79.14284
630,CANADA - other,0,0
631,Inongo Zaire,0,0
632,ו°ו— Taiwan,39.37413,22.95775
633,Batley England,0,0
634,Maryland,51.89834,-8.47277
635,New Hampshire USA,0,0
636,Dubuisson LA,56.95468,-98.30897
637,Tokyo Japan,-1.9322,18.28471
638,Galloway Panola County TX,0,0
639,Chelmsford England,0,0
640,Dublin MS,38.8235,-75.92381
641,NORTH FORT MYERS Florida,44.00118,-71.6342
642,Leeds,30.76753,-92.11789
643,Stockholm Sweden,35.67048,139.74092
644,Houston,32.20049,-94.35887
645,Kansas City MO,51.73569,0.47791
646,Collins County TX,34.0737,-90.49217
647,Detroit MI,34.05349,-118.24532
648,Belgrade Yugoslavia,53.79449,-1.54658
649,New York NY [Harlem],59.33217,18.06243
650,Crawley England,29.76045,-95.36978
651,US,39.10295,-94.58306
652,Amityville NY,31.03896,-93.97961
653,Germany (Erfurt Thuringia),0,0
654,Jackson MS,44.81187,20.46414
655,Rockdale TX,0,0
656,AMSTERDAM New York,51.11655,-0.18703
657,Nebraska,37.16793,-95.84502
658,UK - Northern Ireland,40.67856,-73.41853
659,San Diego CA,50.97768,11.02307
660,Long Beach CA,0,0
661,Mן¿½engladbach Germany,30.6554,-97.00189
662,Merida Mexico,42.93896,-74.18893
663,USA ,41.50075,-99.68095
664,Connecticut,41.88415,-87.63241
665,Stuttgart Germany,32.71568,-117.16172
666,Anderson IN,33.76672,-118.1924
667,Fayetteville AR,0,0
668,Vidor TX,0,0
669,MalagaSpanija,37.16793,-95.84502
670,Toronto,41.51776,-72.75753
671,Trenton NJ,48.76767,9.17192
672,Reading,40.10216,-85.67869
673,Centre,36.0632,-94.15791
674,Laietan UM,0,0
675,Serbia,36.71832,-4.42016
676,MX,43.64856,-79.38533
677,East Flatbush Brooklyn NY,40.21787,-74.7594
678,Old Town ME,51.45238,-0.99603
679,Canada,0,0
680,Florence SC,5.87522,-162.4365
681,CANADA - Quֳ©bec,0,0
682,Hacienda Heights CA,23.62574,-101.95625
683,Los Angeles California United States,0,0
684,Laredo TX,0,0
685,Athens,56.95468,-98.30897
686,Havre MT,34.19363,-79.76906
687,Gore VA,53.89128,-68.43114
688,Philadelphia Pennsylvania,33.99363,-117.97092
689,Australia,34.05349,-118.24532
690,Jaen,27.53092,-99.502
691,Karlsruhe Germany,37.97615,23.73641
692,Kremenchuk Ukraine,48.55286,-109.67097
693,Carcassonne France,0,0
694,Bedford-Stuyvesant NY,0,0
695,Cleveland TN,-24.9162,133.39311
696,Charlottesville VA,37.76509,-3.79068
697,Beaumont Texas,49.01037,8.4092
698,Aiken SC,49.08215,33.43009
699,Okmulgee OK,43.21183,2.3584
700,Longjumeau France,40.68869,-73.93918
701,Scranton PA,0,0
702,Vrsac,38.03213,-78.47753
703,Flint MI,0,0
704,Alberta Canada,33.56173,-81.72239
705,City of Angels,35.62327,-95.97585
706,Orange CA,48.69173,2.29005
707,Lausanne CH,41.41013,-75.66079
708,Sheffield South Yorkshire Engla,0,0
709,Haifa Israel,43.0026,-83.7826
710,Pesaro Italy,54.49857,-114.99993
711,Niagra KY,0,0
712,Auburn CA,0,0
713,New York City New York,46.51959,6.63233
714,Boston Brooklyn USA,0,0
715,Dayton Ohio,0,0
716,Wyomissing PA,43.91253,12.90542
717,Quebec,37.82245,-85.69091
718,Jersey City NJ,38.8962,-121.07887
719,Spring Fork MO,40.71455,-74.00712
