ArtistID,ArtistName, Genre, ArtistLocationId
ARPQ4Z01187FB3A736,Butthole Surfers,noise rock,24
ARNQAVF11F4C844C04,Despina Vandi,dance pop,0
ARXUT4W1187FB48BEB,Javier Navarrete,orchestra,0
ARDD1RC1187B9B52B4,Jacob Young,cool jazz,0
ARLGWFM1187FB4AC9F,Scarlet's Remains,gothic metal,1
ARWYVP51187B98C516,The Suicide Machines,ska punk,25
ARFCUN31187B9AD578,The Rolling Stones,blues,3
AR6YDKV1187B989230,Roberto Torres,salsa,0
ARV1JVD1187B9AD195,Loudon Wainwright III,modern rock,26
AR7TTS41187B9B42D3,R.L. Burnside,delta blues,27
ART3O5Z1187B9AB043,Stevie Ray Vaughan,texas blues,28
AR5U94U1187FB5CDCF,John Hammond,blues,0
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,trip hop,0
AR6IRG41187B9A4D98,Ec8or,hardcore techno,29
ARS1OWB1187B99EEAD,The New York Dolls,glam rock,30
ARGMXQW1187FB54C34,Eliane Elias,brazilian jazz,31
AROEL1B1187B988B90,Lost Boyz,gangster rap,32
AR8W8DN1187FB35ED0,The Germs,rock,33
ARUWLCL1187FB549B8,Yamandu Costa,brazilian jazz,0
AR3793X1187FB50CB3,Chris Rea,soft rock,34
ARINEWW1187FB5577E,Perrey And Kingsley,easy listening,0
ARDGB6U1187FB3AD07,Eurythmics,dance rock,3
AR2J2WF1187FB46271,Francis Dunnery,singer-songwriter,35
ARUI8651187B9ACF52,John Cale,experimental rock,36
AR89DTT1187B9A7ED5,Suzanne Ciani,meditation,37
ARMD0G81187B99A519,Vickie Winans,ccm,0
AR0VZWC1187B99BA57,The Berzerker,speedcore,38
ARF2EHS1187B994F4E,Kings Of Leon,southern rock,39
ARZKRD01187FB45FD2,Edith Lefel,zouk,0
ARK4H5K1187B992F74,Taras,trance,0
AR06EB01187FB40150,NOFX,punk,40
ARKPDBH1242077DEB1,Murskahumppa,suomi rock,0
ARBJSO81187B9BA09B,Soda Stereo,rock,0
ARRC2JF1187B9B6A93,Bruce Rowland,easy listening,41
ARNIFX51187FB418EA,Xcultures,gabba,0
ARCCRTI11F4C845308,White Heart,ccm,0
ARNVH8S1187FB52F86,Heavy D / McGruff,pop rap,42
ARNLO5S1187B9B80CC,Van Halen,heavy metal,43
ARTDQRC1187FB4EFD4,Black Eyed Peas,hip hop,33
ARK9TRQ1187B99C095,Nine Inch Nails,industrial metal,44
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,rock,0
ARMBYRO1187FB57419,Nadine Renee,freestyle,0
ARWY7I71187FB36C3D,Lesley Gore,brill building pop,30
AR6Y22S1187B99906F,Smartbomb,melodic hardcore,0
ARI5P4N1187FB3F44D,Suburbs,british pop,45
ARYPWUK1187B98ACED,Emperor,heavy metal,46
ARW63KF1187B98AC48,Julien Clerc,chanson,47
AR8H87D1187FB3A841,Glen Campbell,country rock,48
ARLWR721187B9A03C9,T.G. Sheppard,country rock,49
ARF4V431187FB3AA41,Slim Whitman,folk-pop,50
ARBGWMW1187B9AEA3E,Savage Garden,easy listening,51
AR6G4V01187B9AD086,Queens Of The Stone Age,stoner metal,0
ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,western swing,52
AR9AM2N1187B9AD2F1,Inspiral Carpets,indie rock,53
AR9XEVF1187B99D017,Borialis,rap rock,0
ARCFOZ71187FB43A0D,The Dirty Skirts,indie rock,0
ARHFEBO11F50C4825A,Flor Silvestre,ranchera,0
AR107SB1187B9A79F9,Bֳ©zu,chanson,54
ARXWAQQ1187B9AE954,Redman,hip hop,18
ARL6XZC1187FB3936E,Solistiyhtye Suomi,german pop,0
ARSDSMG1187B98CB59,Eddie Cantor,easy listening,30
AR3WMW01187B9921F7,Schizoid,breakcore,0
AR3C3C01187B98E800,Kai Winding,hard bop,55
ARDD9UN1187B98D3A7,Sonny Simmons,free jazz,56
ARJGNV61187B98F3B5,Mira,shoegaze,57
ARSVI4L1187B996181,Citizen Kaned,chill-out,0
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,gospel,0
AR4PCIG1187B98D07D,Ellen McIlwaine,blues-rock,58
AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,latin jazz,59
AR1X2H01187B98CCF2,Maurice Chevalier,chanson,60
ARBQBZV1187B99D29E,Carl Cox Vs Yousef,tech house,0
AR9ODB41187FB459B2,Organized Konfusion,hip hop,61
ARF3GX71187FB3EB66,Martina McBride,country,62
AR3PN3R1187FB4CEBD,Horace Andy,roots reggae,63
ARYWCFZ11E2835CFDD,Nazz,freakbeat,0
ARUT16P1187FB532A4,Tyrone Davis,chicago soul,64
AREOGMA1187B9908EF,Hot Tuna,blues-rock,59
AR4ABL21187FB3913A,Richard Burton,jazz fusion,65
AR8YV1I1187FB45D2B,Rory Block,delta blues,30
ARR9XGB1187B9912E6,Boyz II Men,new jack swing,66
ARBKUS51187B98A3AC,Howard Armstrong,piedmont blues,67
ARTB5PP1187FB523B7,Donny Hathaway,jazz funk,68
ARXFQDY1187B9AAF1E,Miguel Gallardo,male vocalist,0
ARVEJ9M1187FB4DC44,Les Ogres De Barback,chanson,0
ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,ghetto tech,0
ARQESNI1187FB511EE,Morel,dance pop,69
ARCZ20M1187FB49687,Tony Joe White,country rock,70
ARDF8K01187FB37200,Wolfmother,stoner metal,71
AR11NP91187B9901B4,The Roches,singer-songwriter,72
ARBZAIL1187FB5B1C8,Bob Margolin,blues-rock,73
ARWXHRS1241B9C7A1E,Thomas Battenstein,guitar,0
ARV1P811187FB3CFC6,Jupiter Rising,pop rap,0
ARIU0MA1187B98D36F,Dharma Bums,progressive house,0
ARB4D891187B9954F7,Saafir,hip hop,0
ARQOC971187B9910FA,The Verve Pipe,post-grunge,74
AR19SOA1187B98F6E6,Bob Neuwirth,singer-songwriter,75
ARTDBI61187FB48479,Marvin Sapp,gospel,76
ARSE6YI1187B9B9CD2,James Hunter,blue-eyed soul,77
AR6C8EJ1187FB3F473,Nelson Ned,latin jazz,78
AROI96Z1187B9A5304,Mish Mash,vocal house,0
ARIOSKN1257509BCE1,Cama,los angeles,0
ARI0PUX1187FB3F215,Maxi Priest,lovers rock,79
ARYO9BU1187B9ADA88,Porcupine Tree,experimental rock,0
ARZ507V1187FB4425E,Ragheb Alama,arabesque,0
AR6XPWV1187B9ADAEB,Foo Fighters,grunge,80
AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,dance pop,81
AR4CG3B1187FB5B861,The Avengers,rock,37
AR7BMMV1187FB5B2D7,Robben Ford,blues-rock,82
AREYIHC1187B99CE0B,Brazilian Tropical Orchestra,bossa nova,0
AREEMIN11F4C848971,Gil Semedo,zouk,83
ARBJSO81187B9BA09B,Soda Stereo,rock,0
ARBGJLS11F4C83D4B9,Xmilk,thrash core,0
ARVNDLR1187B99CA1B,Dolce; Oscar G.,folk-pop,84
AR5LZJD1187FB4C5E5,Britt Nicole,ccm,85
AR3WMW01187B9921F7,Schizoid,breakcore,0
ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,dance pop,86
ARK2G5U1187FB46B34,Perrey And Kingsley,easy listening,0
ARTB56G11C8A41569D,Sven Tasnadi,tech house,0
AR0GGKI1187FB391D5,Eddie,frevo,0
ARZEWUR1187FB53DC8,Enthroned,black metal,87
AR89DTT1187B9A7ED5,Suzanne Ciani,meditation,37
ARTHKKA122BCFCBF58,Milan Band,serialism,0
ARJDMBO1187B9AD118,Johnny Osbourne,roots reggae,0
ARYJSY01187B9B7C65,Dolly Parton,bluegrass,88
AR77FBJ1187FB49D8D,Rance Allen Group,jazz funk,25
ARFVYJI1187B9B8E13,Pearl Jam,grunge,80
ARBM4TC1187FB5CE98,Natalie Cole,vocal jazz,33
ARMQHX71187B9890D3,Mastodon,alternative metal,89
ARYXJ5A1187B9B9E56,Kiril Valeri,flamenco,90
ARULHJM1187B997004,Word,blues-rock,0
AROTIMO1187FB532BF,DJ Quik,gangster rap,91
AR0X3JJ1187FB3A9A7,Hank Locklin,honky tonk,92
AR035N21187FB3938E,BT,electronica,93
ARA0H5U1187FB47949,2-4 Grooves feat. Reki D.,vocal house,0
AR358YS1187FB44A29,The Jordanaires,country gospel,94
ARANOZN1187B9B373E,Descendents,hardcore punk,33
ARHONG11187FB3B120,L.A. Guns,heavy metal,95
ARRA2F91187B9B4061,Bare Jr.,post-grunge,0
ARSGZ3J1187FB3E610,Shelley Fabares,brill building pop,96
ARMQ32V1187B9999F3,Norrie Paramor,easy listening,97
AR8EDG51187FB41A08,Gary Hobbs,tejano,0
AR1GYND1187B9A9CD3,Diesel Boy,pop rock,98
AR1PCLK1187FB5BBFF,Angelo Badalamenti,chill-out,99
ARF0W6Z1187B9AC325,Cradle Of Filth,sympho black metal,0
ARWGIOC1187FB4CBEF,Jim Chappell,chamber jazz,10
ARZHLNX1187FB4B8E7,Ladybug,dancehall,100
ARC25S11187B993923,Bandido,hard house,0
ARKE8PP1187B997DD4,Brixx,rap,0
ARK9TRQ1187B99C095,Nine Inch Nails,industrial metal,44
ARGTUWC1187B9904A0,Susana Seivane,gaita,0
ARFS01P1187B9A395A,Leland Martin,honky tonk,101
ARGWIHH1187B9A79B0,Test Icicles,grime,0
AR5MK521187B98E0B8,Heaven 17,new romantic,3
ARU22AM1187B9961EA,React,happy hardcore,0
ARTB56G11C8A41569D,Sven Tasnadi,tech house,0
AR93RTI1187B98ECFB,Mance Lipscomb,texas blues,102
AR9AN471187B99E0DA,Scott Wesley Brown,modern rock,103
ARAR4YH1187B98BF2A,Flֳ¡vio Josֳ©,brazil,0
AR567PN1187FB4B4F2,Moss,future jazz,0
ARYKF861187B99C74B,Pery Ribeiro,bossa nova,0
AR4K59J1187FB3759B,Soular,breakbeat,104
ARLSF8H1187B9A76B0,Dimmu Borgir,black metal,105
ARDG9Z71187B997023,Public Image Ltd,dance rock,3
AR56P361187B9AC4DB,Gary Moore,blues-rock,106
ARDDHGI126E2B3AA76,Pascal Sangla,french pop,0
ARVML631187B99E90D,The B-52's,dance rock,107
ARBKMHZ11F4C843491,Dakis,greek,0
ARD3LXU1187B9ABFC5,Sex Pistols,punk,0
ARXOTQH1187FB57084,Chris Brown,r&b,108
ARMG6K31187FB55677,Deekline & Wizard,breakbeat,0
ARFUSID1241B9C9462,Daniela Dessֳ¬,opera,109
ARC6UC81187B989062,Hem,folk-pop,100
ARKZJ301187FB521B2,Lily Allen,ska,110
ARVKAWO11F50C47C9A,Pentangle,british invasion,0
ARHXBJI1241B9C8B7F,DJ Dips,turnablism,0
ARTFLEU1269FCD1FE3,Ana Bekuta,pop folk,0
AR0LVFQ1187B9A84E0,Jason Miles,jazz fusion,100
ARU9KWP1187B98B2A7,Busdriver,alternative hip hop,0
ARZ05QG1187FB3843E,Byther Smith,chicago blues,111
ARTEGHH1187FB435C8,Bebo & Cigala,latin jazz,0
ARASSX21187FB528B7,Bizarre Inc,breakbeat,112
ARRH2S81187B98C8AA,Bongzilla,stoner metal,113
ARSF4161187B9B449F,The Gone Jackals,blues-rock,0
AR87OXB1187FB39E0B,The Willis Brothers,western swing,0
ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,latin jazz,31
ARWAPYC1187FB3FCAF,S.U.P,doom metal,0
ARILV5E1187B9959C8,Boogie Pimps,hard house,0
ARHSAFX1187B98E89A,Brian Keane,world beat,114
ARGR9FY1187FB4D0E7,Aberdeen,twee pop,115
ARVG4OK1187B9B6BD3,The Killers,rock,0
ARGCY1Y1187B9A4FA5,Gloriana,teen pop,116
ARYFROT1187B9B78C2,Butterfly Temple,doom metal,0
ARIN12F1187FB3E92C,Grant Geissman,smooth jazz,117
ARMZ4PD1187B9ACBCD,20/20,power pop,0
AR0CWSC1187B9AFE3F,Josֳ© Augusto,latin pop,0
ARD5K161187B9AC784,Orbital,techno,118
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon,gangster rap,44
ARSTH0R1187B98951E,Moonsorrow,viking metal,0
ARSL5SP1187B9A7AE0,N.W.A.,gangster rap,119
ARCE0H01187B9AF741,Rage Against The Machine,rap metal,33
ARW4AGO1187FB4F107,Jazz Gillum,chicago blues,120
ARZWK2R1187B98F09F,Rise Against,hardcore punk,19
ARDOOH01187B991055,Ultraviolence,gabba,0
ARMBTFC1187FB56343,Korn,rap metal,121
ARBH0MS1187FB36311,Sir Neville Marriner,requiem,0
ARTXEZN1187B9B8190,Agnes,europop,122
ARBM57Q1187B9AF97C,James Horner,rock,33
ARED2DG1187FB3CB4D,Tantric,post-grunge,0
ARMQHX71187B9890D3,Mastodon,alternative metal,89
ARNIFX51187FB418EA,Xcultures,gabba,0
AREW1KO1187B98E42E,The Irish Tenors,irish folk,0
ARUJ5A41187FB3F5F1,U2,dance rock,123
ARE2BVT1187B9AC9A2,Little Joe,soul jazz,0
ARMBTFC1187FB56343,Korn,rap metal,121
AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,country blues,124
ARFTMGO1187B9A777A,Percy Faith,instrumental pop,9
AR5J8XN1187B9B712E,Extreme,funk metal,0
AR4B3RX1187B9A868A,Alexandre Desplat,soundtrack,0
ARE1N571187B98A47D,Prozak,rap,125
AR8XG9J1187FB418C1,Jerry Butler,chicago soul,126
ARHSS201187B98A8CC,Yvette Horner,chanson,0
AR02PUA1187FB52574,Delta 9,gabba,0
AR6892W1187B9AC71B,Placebo,british pop,3
ARGNGRI11E2835D567,Tam Tam Go!,pop rock,0
ARQDYV0119B866800F,Gertrudis,big beat,0
ARN5W1B1187B98BE10,Warrior King,roots reggae,0
ARBJSO81187B9BA09B,Soda Stereo,rock,0
ARETCTY1187FB4C033,LORE,trip hop,0
ARQXR6R1187FB46FD6,Soul Asylum,hard rock,127
ARP8TSJ1187FB54852,Carl Doy with NZSO,progressive house,0
AR3PN3R1187FB4CEBD,Horace Andy,roots reggae,63
ARQGYP71187FB44566,Jimmy Wakely,classic country,11
ARHVU591187B99F46A,The Nightraver & The Magican,gabba,0
ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),hip hop,99
ARX9YIP1187B98A656,RUN-DMC,hip hop,0
ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,orchestra,0
AR0X3JJ1187FB3A9A7,Hank Locklin,honky tonk,92
ARYECMK1187FB5C081,Lady May,hip hop,128
AR74Q3R1187B9B24C3,Nightwish,sympho black metal,129
AR1PCLK1187FB5BBFF,Angelo Badalamenti,chill-out,99
AR0G47L1187B98CC6D,Frank Chacksfield,orchestra,130
ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro,latin jazz,0
ARHRP6Q1187FB3F016,Buzzhorn,post-grunge,131
AR10USD1187B99F3F1,Silverstein,post-hardcore,5
ARTW7I31187B9A4CA9,!!!,dance-punk,0
ARQCMZ01187B99342C,The Secret Life of Teenage Girls,grindcore,0
ARSZ6MA1187FB43D29,The Notorious B.I.G.,gangster rap,0
ARDIBRT1187B9AF176,Led Zeppelin,blues-rock,97
ARY80281187FB3E380,Sandi Thom,british pop,132
ARXSPYZ1187B98972A,Carl Belew,rockabilly,133
ARR2TI31187FB380FE,The Field Mice,twee pop,0
ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,hard bop,33
AR0OEYB1187FB4A81E,Catherine Howe,chill-out,134
ARH4N0N1187FB3E1F1,Malkit Singh,broken beat,0
ARDQO721187FB3C6D9,Rodney O & Joe Cooley,miami bass,0
ARIFGKC1187B9B04D5,Dean Martin,vocal,135
AR4IWYN1187FB47DF6,Strata,post-grunge,136
AR9YQN31187FB45B34,James Darren,brill building pop,66
ARV3IN31187FB4AAAE,Till West & DJ Delicious,funky house,0
ARCID1N1187FB51DA0,Carlos Nuֳ±ez,flamenco,0
ARKCTSM11F4C83C839,Igor Stravinsky,ballet,0
AR7JBP41187FB3EA8A,Gene Clark,country rock,33
ARAHQDS1187FB55275,Maysa,brazilian pop music,0
ARALP6I1187B989E27,The Shirelles,doo-wop,137
AR23EC41187FB4805D,The American Boychoir,j pop,99
AR8JSAL1187FB3CE7E,JDS,happy hardcore,0
ARL6FF81187FB5A916,Panic At The Disco,pop punk,138
AR9EZGO1187B9A401F,Jan Howard,classic country,139
ARLDW6Z1187FB3F2A0,Abraham Laboriel,jazz,140
ARKA2YS1187B9A4060,Michֳ¨le Arnaud,chanson,0
AR1QXAQ1187FB47FAC,Sticky Fingaz,hip hop,141
ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,bel canto,0
AR76DOS1187FB5AE78,The Jeff Healey Band,blues-rock,0
AR4OHL91187B9B2EB9,Angela Dimitriou,pop folk,0
AR6QQY41187B990574,Danny Wilson,british pop,142
ARN8NCB1187FB49652,Lionel Rogg,early music,143
AREHMUC1187B98B91B,Java,musette,0
ARXG6L11187FB5695E,SWAMI featuring Asuivre,downtempo,144
ARO2EDF1187B993BD8,The Black Velvet Band,irish folk,0
ARU0HTX1187B98B4C6,Lisa Lynne,chill-out,1
ARVMPJC1187FB3B954,Pe'z,argentine rock,0
ARDW5AW1187FB55708,Shawn Colvin,country rock,145
ARHNL9K1187FB5730C,Stephy Tang,cantonese pop,0
ARD7TVE1187B99BFB1,Casual,hip hop,1
AR3JMC51187B9AE49D,Backstreet Boys,teen pop,146
ARPBNLO1187FB3D52F,Tiny Tim,cabaret,30
AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,instrumental pop,147
AROGWRA122988FEE45,Christos Dantis,pop rock,0
ARMBR4Y1187B9990EB,David Martin,screamo,37
ARQ9BO41187FB5CF1F,John Davis,jazz fusion,65
ARKULSX1187FB45F84,Trafik,progressive house,148
ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,jazz funk,3
AREDBBQ1187B98AFF5,Eddie Calvert,cool jazz,0
AR7ZKHQ1187B98DD73,Glad,ccm,0
ARBGXIG122988F409D,Steel Rain,country rock,37
AR7SMBG1187B9B9066,Los Manolos,flamenco,0
ARGCY1Y1187B9A4FA5,Gloriana,teen pop,116
AR36F9J1187FB406F1,Bombay Rockers,bhangra,149
ARNNKDK1187B98BBD5,Jinx,breakbeat,150
AR62SOJ1187FB47BB5,Chase & Status,breakbeat,0
ARBEBBY1187B9B43DB,Tom Petty,heartland rock,151
ARDR4AC1187FB371A1,Montserrat Caballֳ©;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,symphonic rock,0
ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers,latin jazz,0
AREDL271187FB40F44,Soul Mekanik,tech house,0
ARP6N5A1187B99D1A3,Mitch Ryder,blues-rock,152
ARGSAFR1269FB35070,Blingtones,turnablism,0
ARULZCI1241B9C8611,Luna Orbit Project,club,0
AR0IAWL1187B9A96D0,Danilo Perez,latin jazz,153
ARJIE2Y1187B994AB7,Line Renaud,chanson,0
ARLTWXK1187FB5A3F8,King Curtis,instrumental rock,154
ARNF6401187FB57032,Sophie B. Hawkins,ballad,155
ARPFHN61187FB575F6,Lupe Fiasco,hip hop,68
AR051KA1187B98B2FF,Wilks,hip hop,0
AR8IEZO1187B99055E,Marc Shaiman,soundtrack,0
AR558FS1187FB45658,40 Grit,nu metal,0
ARVBRGZ1187FB4675A,Gwen Stefani,rock,0
ARWB3G61187FB49404,Steve Morse,blues-rock,156
AREVWGE1187B9B890A,Bitter End,stoner metal,157
AR2JD2Z1187B998A90,Ethel Merman,vaudeville,158
AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival,blues-rock,159
ARF6ZTO1187FB3684F,Story Of The Year,screamo,160
ARPYBWQ1187B989C0D,Natural Elements,hip hop,0
ARU0HTX1187B98B4C6,Lisa Lynne,chill-out,1
ARUE3AK1187B9AC923,Neil Sedaka,brill building pop,161
AR6W9T51187B9A8B8E,Maurice Larcange,chanson,0
ARQ05GM1187B990512,A Static Lullaby,post-hardcore,162
AR1Y2PT1187FB5B9CE,John Wesley_ John Wesley,disco,20
ARXN7S71187B9941BE,Coph Nia,dark ambient,0
AR1072G1187FB5B351,Tabu feat. Mitzib,cumbia,114
ARXIIEY1187FB44EAF,Nights Like These,doom metal,2
ARBUOOR1187B997391,Oasis,british pop,53
ARQ9BO41187FB5CF1F,John Davis & Emma Doyle,jazz fusion,65
ARGC7FQ1187FB409CC,Stew,cabaret,75
ARRS5961187B99F9DE,Jauida,male vocalist,0
AR14CJ91187FB3A994,Eddy Arnold,honky tonk,163
ARJV0U41187B9AB715,All Time Low,pop punk,164
AR502DZ1187B98F8E1,Brian Dullaghan,irish folk,0
ARWI6LR1187FB46E9F,Richard Galliano,tango,165
AR0AVIB1187FB37D01,Regina Belle,vocal jazz,166
AR7OCK81187B98D1F1,Debbie Davies,blues-rock,33
ARABFU01187FB46712,STEVE CAMP,ccm,0
ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash,hard house,37
ARQZTGO11E8F5C0768,The Stolen Minks,dance rock,0
AR08GQF1187B98E316,Daath,technical death metal,0
ARZGMLE11F4C840C9D,Extasick,digital hardcore,0
AROATPL1187FB48E12,UFO,heavy metal,167
ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago,trip hop,0
ARYCP7D1187B99516B,Pat Travers,blues-rock,168
ARVN9FZ1187FB393F1,SNOWPATROL,indie rock,142
ARMD6JB1187FB3B0E7,Die Fantastischen Vier,pop rap,169
ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet,hip hop,0
AR6C8EJ1187FB3F473,Nelson Ned,latin jazz,78
AROHMXL1187B9AF4B2,Yung Joc,gangster rap,170
ARWNRBH1187B9B7E68,Philippe Sarde,smooth jazz,171
ARRVUWA1187B9A0FE2,Orquesta Aragֳ³n,charanga,172
AR0LVFQ1187B9A84E0,Jason Miles,jazz fusion,100
ARZCEOJ1187B9A91C0,State of Chaos,tech house,0
ARD2NDU1187B99B615,Dropkick Murphys,celtic punk,73
AREJO121187B995676,Taint,power electronics,0
AR5WPYF1187B9B40DA,VHS Or Beta,disco,173
ARN5BHA1187B99E072,Leonard Kwan,slack key guitar,0
ARUZL121187FB4B42D,True Believers,melodic hardcore,0
ARW040W1187FB51082,Les Hurlements D'leo,folk rock,0
ARQ7XJG1187B991CEC,Charanga Forever,salsa,0
AR7S48C1187B99711E,Zuzu Bollin,r&b,174
ARM7C1Q1187FB471C8,Bullet For My Valentine,alternative metal,175
ARYHTYH11EBCD7C884,The Hit Factory,free music,0
AR7UOUK1187B99078C,Terry Snyder,space age pop,0
ARGEKDX1187FB3A5BF,Marcus Miller,jazz funk,161
ARNQESK11F4C83FD6F,Beatnuts,grime,0
ARN03F71187FB4E3F4,Ayo,neo soul,10
ARJ9B1V1187FB4DD1F,Kid Sister,hip house,176
ARSS1OZ1187FB54440,Mons Leidvin Takle,lullaby,0
ARDG9Z71187B997023,Public Image Ltd,dance rock,3
ARZWK2R1187B98F09F,Rise Against,hardcore punk,19
ARNNQ9E1187FB3C82F,Sizzla,dancehall,0
ARWI6LR1187FB46E9F,Richard Galliano,tango,165
ARWSMC91187B9AD369,Helen Love,power pop,177
ARZAXOR11F4C83EB65,David Mingyue Liang,chinese music,0
ARFK98R1187B9B0552,Pursuit Of Happiness,power pop,9
ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,latin jazz,33
AR57Z841187B9B7D7D,Gregory Isaacs,lovers rock,63
AR82DJK1187B991107,The Pharcyde,rap,33
ARMUC731187B9A172D,Azis,pop folk,0
ARWD25M1187FB4C563,Amy Winehouse,vocal jazz,125
ARYF20K1187B9B76BD,George Lopez,california,178
ARRESZG1187B9A3FBF,Les Hou-Lops,freakbeat,0
ARD88QA119B3403A02,The Cosmosamatics,free jazz,0
ARIHI8H1187B9B0058,Jackie Edwards,rock steady,179
ARHO1WI1187B98CB84,Michael Card,ccm,0
ARWI6LR1187FB46E9F,Richard Galliano,tango,165
ARUWB5W1187B98D7A1,Ensiferum,power metal,180
ARR9XHK1187FB3894D,Leila Chicot,zouk,181
AR82DJK1187B991107,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,rap,33
ARIUQZL1187FB4303B,Erkki Junkkarinen,humppa,0
ARQ05GM1187B990512,A Static Lullaby,post-hardcore,162
ARBD4QW1187FB42153,Scar Symmetry,death metal,122
AR8QW7Y119B866993A,Oztara,musette,0
ARJAVK71187B989FEF,Sonia Dersion,zouklove,0
AR0S7TA1187FB4D024,Christina Aguilera,dance pop,0
ARVD9M11187FB49291,Headhunter,dubstep,0
ARV1ALU1187FB4D77E,Eighteen Visions,alternative metal,182
ARVZPW91187FB4D73C,Baby Huey & The Baby Sitters,funk,0
ART70HI1187B9A37BC,Elmore James,chicago blues,183
ARCICZN11EB9C810B3,Rising Lion,roots reggae,184
ARW9QSZ1187FB4B93E,George Harrison,classic rock,185
AR633SY1187B9AC3B9,Weezer,pop rock,0
ARDQO721187FB3C6D9,Rodney O & Joe Cooley,miami bass,0
ARUF71J1187FB511C1,Boots Randolph,instrumental rock,186
AREP8KM1187B9A3A7B,Jackson United,surf music,0
ARD88QA119B3403A02,The Cosmosamatics,free jazz,0
ARQXAUH1187B9BA010,Bobbie Gentry,country blues,187
ARLH4CH11C8A4173EC,Creedence Clearwater Revived,country rock,188
ARRHVVL1187B991E41,The Johnny Otis Orchestra,jump blues,189
ARCEOW71187B9A5A71,B.A.D.,dance rock,3
ARHBYTA1187FB3C812,Luar Na Lubre,freestyle,0
